tag_name,category,category_description,steel_grade,size,method,outlier_count,outlier_ratio,risk_level,count,direction,filter_removal_rate,detail_1,detail_2
PR6L2_ACT_TORQUE,09_PR_Detailed,PR 상세 (토크+속도),B5,D16,CUSUM,1,0.3284072249589491,drift_detected,0,,,"drift_count=1, max_duration=8",violation_ratio=0.3%
PR7L1_ACT_TORQUE,09_PR_Detailed,PR 상세 (토크+속도),B5,D16,CUSUM,176,6.132971506105835,drift_detected,0,,,"drift_count=176, max_duration=2",violation_ratio=6.1%
PR7L2_ACT_TORQUE,09_PR_Detailed,PR 상세 (토크+속도),B5,D16,CUSUM,0,0.0,stable,0,,,"drift_count=0, max_duration=0",violation_ratio=0.0%
PR8L1_ACT_TORQUE,09_PR_Detailed,PR 상세 (토크+속도),B5,D16,CUSUM,171,10.909090909090908,drift_detected,0,,,"drift_count=171, max_duration=35",violation_ratio=10.9%
PR9L1_ACT_TORQUE,09_PR_Detailed,PR 상세 (토크+속도),B5,D16,CUSUM,120,17.313432835820898,drift_detected,0,,,"drift_count=120, max_duration=91",violation_ratio=17.3%
PR6L1_ACT_SPD_MS,09_PR_Detailed,PR 상세 (토크+속도),B5,D16,CUSUM,176,5.6716417910447765,drift_detected,0,,,"drift_count=176, max_duration=2",violation_ratio=5.7%
PR6L2_ACT_SPD_MS,09_PR_Detailed,PR 상세 (토크+속도),B5,D16,CUSUM,0,0.0,stable,0,,,"drift_count=0, max_duration=0",violation_ratio=0.0%
PR7L1_ACT_SPD_MS,09_PR_Detailed,PR 상세 (토크+속도),B5,D16,CUSUM,176,5.753052917232022,drift_detected,0,,,"drift_count=176, max_duration=2",violation_ratio=5.8%
PR7L2_ACT_SPD_MS,09_PR_Detailed,PR 상세 (토크+속도),B5,D16,CUSUM,0,0.0,stable,0,,,"drift_count=0, max_duration=0",violation_ratio=0.0%
PR8L1_ACT_SPD_MS,09_PR_Detailed,PR 상세 (토크+속도),B5,D16,CUSUM,75,13.080054274084125,drift_detected,0,,,"drift_count=75, max_duration=64",violation_ratio=13.1%
PR9L1_ACT_SPD_MS,09_PR_Detailed,PR 상세 (토크+속도),B5,D16,CUSUM,79,12.727272727272727,drift_detected,0,,,"drift_count=79, max_duration=66",violation_ratio=12.7%
PINCHROLL_2_ACTUAL_SPEED,08_Pinchroll,핀치롤,D4,D10,CUSUM,77,33.77829367382472,drift_detected,0,,,"drift_count=77, max_duration=1001",violation_ratio=33.8%
PINCHROLL_3_ACTUAL_SPEED,08_Pinchroll,핀치롤,D4,D10,CUSUM,1,99.40303457424757,drift_detected,0,,,"drift_count=1, max_duration=11989",violation_ratio=99.4%
PINCHROLL_4_ACTUAL_SPEED,08_Pinchroll,핀치롤,D4,D10,CUSUM,2,94.30395489594561,drift_detected,0,,,"drift_count=2, max_duration=9618",violation_ratio=94.3%
PINCHROLL_2_ACTUAL_TORQUE,08_Pinchroll,핀치롤,D4,D10,CUSUM,97,37.79951911118481,drift_detected,0,,,"drift_count=97, max_duration=451",violation_ratio=37.8%
PINCHROLL_3_ACTUAL_TORQUE,08_Pinchroll,핀치롤,D4,D10,CUSUM,50,94.17129591244507,drift_detected,0,,,"drift_count=50, max_duration=8207",violation_ratio=94.2%
PINCHROLL_4_ACTUAL_TORQUE,08_Pinchroll,핀치롤,D4,D10,CUSUM,52,73.63402702926788,drift_detected,0,,,"drift_count=52, max_duration=4001",violation_ratio=73.6%
PINCHROLL_2_REFERENCE_TORQUE,08_Pinchroll,핀치롤,D4,D10,CUSUM,5,3.4574247574827957,drift_detected,0,,,"drift_count=5, max_duration=233",violation_ratio=3.5%
PINCHROLL_3_REFERENCE_TORQUE,08_Pinchroll,핀치롤,D4,D10,CUSUM,9,98.26714202802421,drift_detected,0,,,"drift_count=9, max_duration=8717",violation_ratio=98.3%
PINCHROLL_4_REFERENCE_TORQUE,08_Pinchroll,핀치롤,D4,D10,CUSUM,147,45.50203134068485,drift_detected,0,,,"drift_count=147, max_duration=299",violation_ratio=45.5%
PINCHROLL_3_REFERENCE_SPEED,08_Pinchroll,핀치롤,D4,D10,CUSUM,1,99.58544067656082,drift_detected,0,,,"drift_count=1, max_duration=12011",violation_ratio=99.6%
PINCHROLL_4_REFERENCE_SPEED,08_Pinchroll,핀치롤,D4,D10,CUSUM,2,92.81154133156456,drift_detected,0,,,"drift_count=2, max_duration=9657",violation_ratio=92.8%
PR6L1_ACT_TORQUE,09_PR_Detailed,PR 상세 (토크+속도),D4,D10,CUSUM,2,52.93882447021192,drift_detected,0,,,"drift_count=2, max_duration=1215",violation_ratio=52.9%
PR6L2_ACT_TORQUE,09_PR_Detailed,PR 상세 (토크+속도),D4,D10,CUSUM,1,99.69665271966527,drift_detected,0,,,"drift_count=1, max_duration=9531",violation_ratio=99.7%
PR7L1_ACT_TORQUE,09_PR_Detailed,PR 상세 (토크+속도),D4,D10,CUSUM,1,99.8000799680128,drift_detected,0,,,"drift_count=1, max_duration=2496",violation_ratio=99.8%
PR7L2_ACT_TORQUE,09_PR_Detailed,PR 상세 (토크+속도),D4,D10,CUSUM,2,74.2050209205021,drift_detected,0,,,"drift_count=2, max_duration=6166",violation_ratio=74.2%
PR8L1_ACT_TORQUE,09_PR_Detailed,PR 상세 (토크+속도),D4,D10,CUSUM,1,99.64014394242304,drift_detected,0,,,"drift_count=1, max_duration=2492",violation_ratio=99.6%
PR9L1_ACT_TORQUE,09_PR_Detailed,PR 상세 (토크+속도),D4,D10,CUSUM,95,16.193522590963614,drift_detected,0,,,"drift_count=95, max_duration=87",violation_ratio=16.2%
PR6L1_ACT_SPD_MS,09_PR_Detailed,PR 상세 (토크+속도),D4,D10,CUSUM,1,99.8000799680128,drift_detected,0,,,"drift_count=1, max_duration=2496",violation_ratio=99.8%
PR6L2_ACT_SPD_MS,09_PR_Detailed,PR 상세 (토크+속도),D4,D10,CUSUM,1,99.71757322175733,drift_detected,0,,,"drift_count=1, max_duration=9533",violation_ratio=99.7%
PR7L1_ACT_SPD_MS,09_PR_Detailed,PR 상세 (토크+속도),D4,D10,CUSUM,1,99.8000799680128,drift_detected,0,,,"drift_count=1, max_duration=2496",violation_ratio=99.8%
PR7L2_ACT_SPD_MS,09_PR_Detailed,PR 상세 (토크+속도),D4,D10,CUSUM,1,99.71757322175733,drift_detected,0,,,"drift_count=1, max_duration=9533",violation_ratio=99.7%
PR8L1_ACT_SPD_MS,09_PR_Detailed,PR 상세 (토크+속도),D4,D10,CUSUM,1,99.76009596161536,drift_detected,0,,,"drift_count=1, max_duration=2495",violation_ratio=99.8%
PR9L1_ACT_SPD_MS,09_PR_Detailed,PR 상세 (토크+속도),D4,D10,CUSUM,1,99.76009596161536,drift_detected,0,,,"drift_count=1, max_duration=2495",violation_ratio=99.8%
PINCHROLL_2_ACTUAL_SPEED,08_Pinchroll,핀치롤,D4,D13,CUSUM,28,74.32116104868915,drift_detected,0,,,"drift_count=28, max_duration=1687",violation_ratio=74.3%
PINCHROLL_3_ACTUAL_SPEED,08_Pinchroll,핀치롤,D4,D13,CUSUM,4,88.03838951310861,drift_detected,0,,,"drift_count=4, max_duration=3577",violation_ratio=88.0%
PINCHROLL_4_ACTUAL_SPEED,08_Pinchroll,핀치롤,D4,D13,CUSUM,23,44.592696629213485,drift_detected,0,,,"drift_count=23, max_duration=1101",violation_ratio=44.6%
PINCHROLL_2_ACTUAL_TORQUE,08_Pinchroll,핀치롤,D4,D13,CUSUM,62,34.901685393258425,drift_detected,0,,,"drift_count=62, max_duration=323",violation_ratio=34.9%
PINCHROLL_3_ACTUAL_TORQUE,08_Pinchroll,핀치롤,D4,D13,CUSUM,12,97.82303370786516,drift_detected,0,,,"drift_count=12, max_duration=3451",violation_ratio=97.8%
PINCHROLL_4_ACTUAL_TORQUE,08_Pinchroll,핀치롤,D4,D13,CUSUM,67,52.45786516853933,drift_detected,0,,,"drift_count=67, max_duration=470",violation_ratio=52.5%
PINCHROLL_3_REFERENCE_TORQUE,08_Pinchroll,핀치롤,D4,D13,CUSUM,2,99.43820224719101,drift_detected,0,,,"drift_count=2, max_duration=4247",violation_ratio=99.4%
PINCHROLL_4_REFERENCE_TORQUE,08_Pinchroll,핀치롤,D4,D13,CUSUM,75,34.15262172284644,drift_detected,0,,,"drift_count=75, max_duration=230",violation_ratio=34.2%
PINCHROLL_3_REFERENCE_SPEED,08_Pinchroll,핀치롤,D4,D13,CUSUM,2,87.59363295880149,drift_detected,0,,,"drift_count=2, max_duration=2086",violation_ratio=87.6%
PINCHROLL_4_REFERENCE_SPEED,08_Pinchroll,핀치롤,D4,D13,CUSUM,1,94.10112359550563,drift_detected,0,,,"drift_count=1, max_duration=4020",violation_ratio=94.1%
PR6L1_ACT_TORQUE,09_PR_Detailed,PR 상세 (토크+속도),D4,D13,CUSUM,5,73.73023881601077,drift_detected,0,,,"drift_count=5, max_duration=1264",violation_ratio=73.7%
PR6L2_ACT_TORQUE,09_PR_Detailed,PR 상세 (토크+속도),D4,D13,CUSUM,1,99.35948759007206,drift_detected,0,,,"drift_count=1, max_duration=1241",violation_ratio=99.4%
PR7L1_ACT_TORQUE,09_PR_Detailed,PR 상세 (토크+속도),D4,D13,CUSUM,3,37.504204507231755,drift_detected,0,,,"drift_count=3, max_duration=1113",violation_ratio=37.5%
PR7L2_ACT_TORQUE,09_PR_Detailed,PR 상세 (토크+속도),D4,D13,CUSUM,1,99.19935948759007,drift_detected,0,,,"drift_count=1, max_duration=1239",violation_ratio=99.2%
PR8L1_ACT_TORQUE,09_PR_Detailed,PR 상세 (토크+속도),D4,D13,CUSUM,1,36.495122771611165,drift_detected,0,,,"drift_count=1, max_duration=1085",violation_ratio=36.5%
PR9L1_ACT_TORQUE,09_PR_Detailed,PR 상세 (토크+속도),D4,D13,CUSUM,5,30.104271779347457,drift_detected,0,,,"drift_count=5, max_duration=857",violation_ratio=30.1%
PR6L1_ACT_SPD_MS,09_PR_Detailed,PR 상세 (토크+속도),D4,D13,CUSUM,1,95.35822401614531,drift_detected,0,,,"drift_count=1, max_duration=2835",violation_ratio=95.4%
PR6L2_ACT_SPD_MS,09_PR_Detailed,PR 상세 (토크+속도),D4,D13,CUSUM,1,99.35948759007206,drift_detected,0,,,"drift_count=1, max_duration=1241",violation_ratio=99.4%
PR7L1_ACT_SPD_MS,09_PR_Detailed,PR 상세 (토크+속도),D4,D13,CUSUM,1,97.34275142953246,drift_detected,0,,,"drift_count=1, max_duration=2894",violation_ratio=97.3%
PR7L2_ACT_SPD_MS,09_PR_Detailed,PR 상세 (토크+속도),D4,D13,CUSUM,1,99.35948759007206,drift_detected,0,,,"drift_count=1, max_duration=1241",violation_ratio=99.4%
PR8L1_ACT_SPD_MS,09_PR_Detailed,PR 상세 (토크+속도),D4,D13,CUSUM,1,97.27547931382442,drift_detected,0,,,"drift_count=1, max_duration=2892",violation_ratio=97.3%
PR9L1_ACT_SPD_MS,09_PR_Detailed,PR 상세 (토크+속도),D4,D13,CUSUM,1,97.47729566094854,drift_detected,0,,,"drift_count=1, max_duration=2898",violation_ratio=97.5%
PINCHROLL_2_ACTUAL_SPEED,08_Pinchroll,핀치롤,D5,D10,CUSUM,156,27.014738838131358,drift_detected,0,,,"drift_count=156, max_duration=2966",violation_ratio=27.0%
PINCHROLL_3_ACTUAL_SPEED,08_Pinchroll,핀치롤,D5,D10,CUSUM,28,32.30046543699362,drift_detected,0,,,"drift_count=28, max_duration=13767",violation_ratio=32.3%
PINCHROLL_4_ACTUAL_SPEED,08_Pinchroll,핀치롤,D5,D10,CUSUM,27,34.13420099982762,drift_detected,0,,,"drift_count=27, max_duration=14708",violation_ratio=34.1%
PINCHROLL_2_ACTUAL_TORQUE,08_Pinchroll,핀치롤,D5,D10,CUSUM,310,51.24332011722117,drift_detected,0,,,"drift_count=310, max_duration=1913",violation_ratio=51.2%
PINCHROLL_3_ACTUAL_TORQUE,08_Pinchroll,핀치롤,D5,D10,CUSUM,241,75.41803137390104,drift_detected,0,,,"drift_count=241, max_duration=6432",violation_ratio=75.4%
PINCHROLL_4_ACTUAL_TORQUE,08_Pinchroll,핀치롤,D5,D10,CUSUM,148,57.91889329425961,drift_detected,0,,,"drift_count=148, max_duration=5064",violation_ratio=57.9%
PINCHROLL_2_REFERENCE_TORQUE,08_Pinchroll,핀치롤,D5,D10,CUSUM,43,12.010860196517841,drift_detected,0,,,"drift_count=43, max_duration=805",violation_ratio=12.0%
PINCHROLL_3_REFERENCE_TORQUE,08_Pinchroll,핀치롤,D5,D10,CUSUM,205,85.80848129632822,drift_detected,0,,,"drift_count=205, max_duration=6432",violation_ratio=85.8%
PINCHROLL_4_REFERENCE_TORQUE,08_Pinchroll,핀치롤,D5,D10,CUSUM,332,46.4230305119807,drift_detected,0,,,"drift_count=332, max_duration=1688",violation_ratio=46.4%
PINCHROLL_3_REFERENCE_SPEED,08_Pinchroll,핀치롤,D5,D10,CUSUM,28,33.83252887433201,drift_detected,0,,,"drift_count=28, max_duration=14064",violation_ratio=33.8%
PINCHROLL_4_REFERENCE_SPEED,08_Pinchroll,핀치롤,D5,D10,CUSUM,25,34.750474056197206,drift_detected,0,,,"drift_count=25, max_duration=14458",violation_ratio=34.8%
PR6L1_ACT_TORQUE,09_PR_Detailed,PR 상세 (토크+속도),D5,D10,CUSUM,7,62.781511311752936,drift_detected,0,,,"drift_count=7, max_duration=8657",violation_ratio=62.8%
PR6L2_ACT_TORQUE,09_PR_Detailed,PR 상세 (토크+속도),D5,D10,CUSUM,8,36.06214065415223,drift_detected,0,,,"drift_count=8, max_duration=9094",violation_ratio=36.1%
PR7L1_ACT_TORQUE,09_PR_Detailed,PR 상세 (토크+속도),D5,D10,CUSUM,5,48.89960498640538,drift_detected,0,,,"drift_count=5, max_duration=6788",violation_ratio=48.9%
PR7L2_ACT_TORQUE,09_PR_Detailed,PR 상세 (토크+속도),D5,D10,CUSUM,6,50.53497315615124,drift_detected,0,,,"drift_count=6, max_duration=8813",violation_ratio=50.5%
PR8L1_ACT_TORQUE,09_PR_Detailed,PR 상세 (토크+속도),D5,D10,CUSUM,153,40.89673216026266,drift_detected,0,,,"drift_count=153, max_duration=2385",violation_ratio=40.9%
PR9L1_ACT_TORQUE,09_PR_Detailed,PR 상세 (토크+속도),D5,D10,CUSUM,234,27.148207048684142,drift_detected,0,,,"drift_count=234, max_duration=2069",violation_ratio=27.1%
PR6L1_ACT_SPD_MS,09_PR_Detailed,PR 상세 (토크+속도),D5,D10,CUSUM,10,34.23793156517724,drift_detected,0,,,"drift_count=10, max_duration=3006",violation_ratio=34.2%
PR6L2_ACT_SPD_MS,09_PR_Detailed,PR 상세 (토크+속도),D5,D10,CUSUM,11,22.99432661919811,drift_detected,0,,,"drift_count=11, max_duration=4097",violation_ratio=23.0%
PR7L1_ACT_SPD_MS,09_PR_Detailed,PR 상세 (토크+속도),D5,D10,CUSUM,10,34.7252860001026,drift_detected,0,,,"drift_count=10, max_duration=3053",violation_ratio=34.7%
PR7L2_ACT_SPD_MS,09_PR_Detailed,PR 상세 (토크+속도),D5,D10,CUSUM,11,23.306552945208086,drift_detected,0,,,"drift_count=11, max_duration=4097",violation_ratio=23.3%
PR8L1_ACT_SPD_MS,09_PR_Detailed,PR 상세 (토크+속도),D5,D10,CUSUM,12,34.77145642025342,drift_detected,0,,,"drift_count=12, max_duration=3037",violation_ratio=34.8%
PR9L1_ACT_SPD_MS,09_PR_Detailed,PR 상세 (토크+속도),D5,D10,CUSUM,12,34.8894474939722,drift_detected,0,,,"drift_count=12, max_duration=3021",violation_ratio=34.9%
PINCHROLL_2_ACTUAL_SPEED,08_Pinchroll,핀치롤,D5,D13,CUSUM,54,28.141118217454096,drift_detected,0,,,"drift_count=54, max_duration=230",violation_ratio=28.1%
PINCHROLL_3_ACTUAL_SPEED,08_Pinchroll,핀치롤,D5,D13,CUSUM,15,21.42562409737982,drift_detected,0,,,"drift_count=15, max_duration=1339",violation_ratio=21.4%
PINCHROLL_4_ACTUAL_SPEED,08_Pinchroll,핀치롤,D5,D13,CUSUM,9,16.4534763771405,drift_detected,0,,,"drift_count=9, max_duration=635",violation_ratio=16.5%
PINCHROLL_2_ACTUAL_TORQUE,08_Pinchroll,핀치롤,D5,D13,CUSUM,82,71.68351557664535,drift_detected,0,,,"drift_count=82, max_duration=844",violation_ratio=71.7%
PINCHROLL_3_ACTUAL_TORQUE,08_Pinchroll,핀치롤,D5,D13,CUSUM,30,79.21394677119868,drift_detected,0,,,"drift_count=30, max_duration=1968",violation_ratio=79.2%
PINCHROLL_4_ACTUAL_TORQUE,08_Pinchroll,핀치롤,D5,D13,CUSUM,32,79.46152259129359,drift_detected,0,,,"drift_count=32, max_duration=1966",violation_ratio=79.5%
PINCHROLL_2_REFERENCE_TORQUE,08_Pinchroll,핀치롤,D5,D13,CUSUM,18,14.606973385599339,drift_detected,0,,,"drift_count=18, max_duration=131",violation_ratio=14.6%
PINCHROLL_3_REFERENCE_TORQUE,08_Pinchroll,핀치롤,D5,D13,CUSUM,108,58.68578502166288,drift_detected,0,,,"drift_count=108, max_duration=878",violation_ratio=58.7%
PINCHROLL_4_REFERENCE_TORQUE,08_Pinchroll,핀치롤,D5,D13,CUSUM,108,58.747678976686615,drift_detected,0,,,"drift_count=108, max_duration=878",violation_ratio=58.7%
PINCHROLL_3_REFERENCE_SPEED,08_Pinchroll,핀치롤,D5,D13,CUSUM,15,23.98390757169383,drift_detected,0,,,"drift_count=15, max_duration=1339",violation_ratio=24.0%
PINCHROLL_4_REFERENCE_SPEED,08_Pinchroll,핀치롤,D5,D13,CUSUM,9,20.002063131834124,drift_detected,0,,,"drift_count=9, max_duration=814",violation_ratio=20.0%
PR6L1_ACT_TORQUE,09_PR_Detailed,PR 상세 (토크+속도),D5,D13,CUSUM,6,39.015817223198596,drift_detected,0,,,"drift_count=6, max_duration=1137",violation_ratio=39.0%
PR6L2_ACT_TORQUE,09_PR_Detailed,PR 상세 (토크+속도),D5,D13,CUSUM,1,28.88705688375928,drift_detected,0,,,"drift_count=1, max_duration=1752",violation_ratio=28.9%
PR7L1_ACT_TORQUE,09_PR_Detailed,PR 상세 (토크+속도),D5,D13,CUSUM,17,6.2683069712946695,drift_detected,0,,,"drift_count=17, max_duration=67",violation_ratio=6.3%
PR7L2_ACT_TORQUE,09_PR_Detailed,PR 상세 (토크+속도),D5,D13,CUSUM,146,56.669414674361086,drift_detected,0,,,"drift_count=146, max_duration=246",violation_ratio=56.7%
PR8L1_ACT_TORQUE,09_PR_Detailed,PR 상세 (토크+속도),D5,D13,CUSUM,4,2.870533099004101,drift_detected,0,,,"drift_count=4, max_duration=44",violation_ratio=2.9%
PR9L1_ACT_TORQUE,09_PR_Detailed,PR 상세 (토크+속도),D5,D13,CUSUM,28,9.78324545987112,drift_detected,0,,,"drift_count=28, max_duration=80",violation_ratio=9.8%
PR6L1_ACT_SPD_MS,09_PR_Detailed,PR 상세 (토크+속도),D5,D13,CUSUM,11,37.7270064440539,drift_detected,0,,,"drift_count=11, max_duration=1129",violation_ratio=37.7%
PR6L2_ACT_SPD_MS,09_PR_Detailed,PR 상세 (토크+속도),D5,D13,CUSUM,19,9.497114591920857,drift_detected,0,,,"drift_count=19, max_duration=237",violation_ratio=9.5%
PR7L1_ACT_SPD_MS,09_PR_Detailed,PR 상세 (토크+속도),D5,D13,CUSUM,22,8.46514352665495,drift_detected,0,,,"drift_count=22, max_duration=69",violation_ratio=8.5%
PR7L2_ACT_SPD_MS,09_PR_Detailed,PR 상세 (토크+속도),D5,D13,CUSUM,8,6.265457543281121,drift_detected,0,,,"drift_count=8, max_duration=182",violation_ratio=6.3%
PR8L1_ACT_SPD_MS,09_PR_Detailed,PR 상세 (토크+속도),D5,D13,CUSUM,4,8.318687756297598,drift_detected,0,,,"drift_count=4, max_duration=248",violation_ratio=8.3%
PR9L1_ACT_SPD_MS,09_PR_Detailed,PR 상세 (토크+속도),D5,D13,CUSUM,5,8.553016988869361,drift_detected,0,,,"drift_count=5, max_duration=248",violation_ratio=8.6%
PINCHROLL_2_ACTUAL_SPEED,08_Pinchroll,핀치롤,N5,D10,CUSUM,18,96.14862295616274,drift_detected,0,,,"drift_count=18, max_duration=7730",violation_ratio=96.1%
PINCHROLL_3_ACTUAL_SPEED,08_Pinchroll,핀치롤,N5,D10,CUSUM,1,99.94024661850182,drift_detected,0,,,"drift_count=1, max_duration=18398",violation_ratio=99.9%
PINCHROLL_4_ACTUAL_SPEED,08_Pinchroll,핀치롤,N5,D10,CUSUM,1,99.94024661850182,drift_detected,0,,,"drift_count=1, max_duration=18398",violation_ratio=99.9%
PINCHROLL_2_ACTUAL_TORQUE,08_Pinchroll,핀치롤,N5,D10,CUSUM,225,75.55000271606279,drift_detected,0,,,"drift_count=225, max_duration=5097",violation_ratio=75.6%
PINCHROLL_3_ACTUAL_TORQUE,08_Pinchroll,핀치롤,N5,D10,CUSUM,55,92.7698408387202,drift_detected,0,,,"drift_count=55, max_duration=6773",violation_ratio=92.8%
PINCHROLL_4_ACTUAL_TORQUE,08_Pinchroll,핀치롤,N5,D10,CUSUM,96,90.93378238904883,drift_detected,0,,,"drift_count=96, max_duration=12531",violation_ratio=90.9%
PINCHROLL_2_REFERENCE_TORQUE,08_Pinchroll,핀치롤,N5,D10,CUSUM,13,17.154652615568473,drift_detected,0,,,"drift_count=13, max_duration=638",violation_ratio=17.2%
PINCHROLL_3_REFERENCE_TORQUE,08_Pinchroll,핀치롤,N5,D10,CUSUM,127,92.32983866586996,drift_detected,0,,,"drift_count=127, max_duration=6181",violation_ratio=92.3%
PINCHROLL_4_REFERENCE_TORQUE,08_Pinchroll,핀치롤,N5,D10,CUSUM,127,69.38997229615948,drift_detected,0,,,"drift_count=127, max_duration=2536",violation_ratio=69.4%
PINCHROLL_3_REFERENCE_SPEED,08_Pinchroll,핀치롤,N5,D10,CUSUM,1,99.93481449291107,drift_detected,0,,,"drift_count=1, max_duration=18397",violation_ratio=99.9%
PINCHROLL_4_REFERENCE_SPEED,08_Pinchroll,핀치롤,N5,D10,CUSUM,1,99.94024661850182,drift_detected,0,,,"drift_count=1, max_duration=18398",violation_ratio=99.9%
PR6L1_ACT_TORQUE,09_PR_Detailed,PR 상세 (토크+속도),N5,D10,CUSUM,1,25.43582932093641,drift_detected,0,,,"drift_count=1, max_duration=1532",violation_ratio=25.4%
PR6L2_ACT_TORQUE,09_PR_Detailed,PR 상세 (토크+속도),N5,D10,CUSUM,1,70.02896152254861,drift_detected,0,,,"drift_count=1, max_duration=8463",violation_ratio=70.0%
PR7L1_ACT_TORQUE,09_PR_Detailed,PR 상세 (토크+속도),N5,D10,CUSUM,7,17.732027228955673,drift_detected,0,,,"drift_count=7, max_duration=732",violation_ratio=17.7%
PR7L2_ACT_TORQUE,09_PR_Detailed,PR 상세 (토크+속도),N5,D10,CUSUM,1,70.29375258585023,drift_detected,0,,,"drift_count=1, max_duration=8495",violation_ratio=70.3%
PR8L1_ACT_TORQUE,09_PR_Detailed,PR 상세 (토크+속도),N5,D10,CUSUM,78,36.177984393159555,drift_detected,0,,,"drift_count=78, max_duration=391",violation_ratio=36.2%
PR9L1_ACT_TORQUE,09_PR_Detailed,PR 상세 (토크+속도),N5,D10,CUSUM,108,40.760418396148104,drift_detected,0,,,"drift_count=108, max_duration=343",violation_ratio=40.8%
PR6L1_ACT_SPD_MS,09_PR_Detailed,PR 상세 (토크+속도),N5,D10,CUSUM,1,66.27926282583431,drift_detected,0,,,"drift_count=1, max_duration=3992",violation_ratio=66.3%
PR6L2_ACT_SPD_MS,09_PR_Detailed,PR 상세 (토크+속도),N5,D10,CUSUM,1,70.29375258585023,drift_detected,0,,,"drift_count=1, max_duration=8495",violation_ratio=70.3%
PR7L1_ACT_SPD_MS,09_PR_Detailed,PR 상세 (토크+속도),N5,D10,CUSUM,1,66.26265980408435,drift_detected,0,,,"drift_count=1, max_duration=3991",violation_ratio=66.3%
PR7L2_ACT_SPD_MS,09_PR_Detailed,PR 상세 (토크+속도),N5,D10,CUSUM,1,70.29375258585023,drift_detected,0,,,"drift_count=1, max_duration=8495",violation_ratio=70.3%
PR8L1_ACT_SPD_MS,09_PR_Detailed,PR 상세 (토크+속도),N5,D10,CUSUM,2,67.77353478333058,drift_detected,0,,,"drift_count=2, max_duration=4002",violation_ratio=67.8%
PR9L1_ACT_SPD_MS,09_PR_Detailed,PR 상세 (토크+속도),N5,D10,CUSUM,2,67.79013780508052,drift_detected,0,,,"drift_count=2, max_duration=4002",violation_ratio=67.8%
PINCHROLL_2_ACTUAL_SPEED,08_Pinchroll,핀치롤,N5,D12,CUSUM,145,64.39990044607815,drift_detected,0,,,"drift_count=145, max_duration=8103",violation_ratio=64.4%
PINCHROLL_3_ACTUAL_SPEED,08_Pinchroll,핀치롤,N5,D12,CUSUM,27,35.201883866521165,drift_detected,0,,,"drift_count=27, max_duration=9884",violation_ratio=35.2%
PINCHROLL_4_ACTUAL_SPEED,08_Pinchroll,핀치롤,N5,D12,CUSUM,23,34.418853981199625,drift_detected,0,,,"drift_count=23, max_duration=8972",violation_ratio=34.4%
PINCHROLL_2_ACTUAL_TORQUE,08_Pinchroll,핀치롤,N5,D12,CUSUM,332,76.55505140428464,drift_detected,0,,,"drift_count=332, max_duration=5813",violation_ratio=76.6%
PINCHROLL_3_ACTUAL_TORQUE,08_Pinchroll,핀치롤,N5,D12,CUSUM,289,78.93094403920892,drift_detected,0,,,"drift_count=289, max_duration=4580",violation_ratio=78.9%
PINCHROLL_4_ACTUAL_TORQUE,08_Pinchroll,핀치롤,N5,D12,CUSUM,311,78.72800719851435,drift_detected,0,,,"drift_count=311, max_duration=5813",violation_ratio=78.7%
PINCHROLL_2_REFERENCE_TORQUE,08_Pinchroll,핀치롤,N5,D12,CUSUM,58,12.474872207225317,drift_detected,0,,,"drift_count=58, max_duration=948",violation_ratio=12.5%
PINCHROLL_3_REFERENCE_TORQUE,08_Pinchroll,핀치롤,N5,D12,CUSUM,338,77.7592709589723,drift_detected,0,,,"drift_count=338, max_duration=3825",violation_ratio=77.8%
PINCHROLL_4_REFERENCE_TORQUE,08_Pinchroll,핀치롤,N5,D12,CUSUM,321,77.29021882717822,drift_detected,0,,,"drift_count=321, max_duration=4015",violation_ratio=77.3%
PINCHROLL_3_REFERENCE_SPEED,08_Pinchroll,핀치롤,N5,D12,CUSUM,28,36.2510290429422,drift_detected,0,,,"drift_count=28, max_duration=9884",violation_ratio=36.3%
PINCHROLL_4_REFERENCE_SPEED,08_Pinchroll,핀치롤,N5,D12,CUSUM,22,35.52543411253422,drift_detected,0,,,"drift_count=22, max_duration=9884",violation_ratio=35.5%
PR6L1_ACT_TORQUE,09_PR_Detailed,PR 상세 (토크+속도),N5,D12,CUSUM,15,37.396953649615114,drift_detected,0,,,"drift_count=15, max_duration=3621",violation_ratio=37.4%
PR6L2_ACT_TORQUE,09_PR_Detailed,PR 상세 (토크+속도),N5,D12,CUSUM,8,23.05526968944851,drift_detected,0,,,"drift_count=8, max_duration=4750",violation_ratio=23.1%
PR7L1_ACT_TORQUE,09_PR_Detailed,PR 상세 (토크+속도),N5,D12,CUSUM,6,26.658295572419068,drift_detected,0,,,"drift_count=6, max_duration=2491",violation_ratio=26.7%
PR7L2_ACT_TORQUE,09_PR_Detailed,PR 상세 (토크+속도),N5,D12,CUSUM,10,29.133119438222653,drift_detected,0,,,"drift_count=10, max_duration=5695",violation_ratio=29.1%
PR8L1_ACT_TORQUE,09_PR_Detailed,PR 상세 (토크+속도),N5,D12,CUSUM,368,27.460828738330513,drift_detected,0,,,"drift_count=368, max_duration=978",violation_ratio=27.5%
